UNIT,TAILS,KG,SALES PER KG,ABW,CHICKEN SIZE,PROVINCE,YEAR,MONTH,DAY,SupplyProvince,DemandProvince,Holiday
PELABUHAN RATU,1155,1007.8,18500.0,0.8725541126,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
PURWAKARTA,15177,27984.0,18194.57333,1.843842657,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
BANDUNG,12266,21986.4,18671.93993,1.792466982,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
CIANJUR,4373,8808.0,18200.0,2.01417791,LARGE,JAWA BARAT,19,12,9,64997688,51933021,0
CIPANAS,17016,29541.0,18812.31712,1.736071932,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
GARUT,3392,3638.2,18995.65719,1.072582547,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
SUMEDANG,7099,10969.4,18596.63245,1.54520355,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
TASIKMALAYA,10245,16609.8,18536.41224,1.621259151,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
CIREBON,14752,24904.0,18142.43093,1.688177874,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
MAJALENGKA,5429,9035.0,18312.17488,1.66421072,MEDIUM,JAWA BARAT,19,12,9,64997688,51933021,0
SUBANG(P),16629,21154.4,19000.0,1.272139034,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
BREBES,12536,21326.0,17936.73216,1.7011806,MEDIUM,JAWA TENGAH,19,12,9,57880193,32000912,0
PEKALONGAN,14122,27364.1,17589.95363,1.937692961,MEDIUM,JAWA TENGAH,19,12,9,57880193,32000912,0
PURBALINGGA,8050,15357.0,17905.82471,1.907701863,MEDIUM,JAWA TENGAH,19,12,9,57880193,32000912,0
PURWOKERTO,19236,43422.0,17856.98494,2.257330006,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
TEGAL,12595,18114.0,18152.47875,1.438189758,SMALL,JAWA TENGAH,19,12,9,57880193,32000912,0
BLORA,5118,12664.2,17000.0,2.474443142,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
DEMAK,6585,13787.0,17010.87981,2.093697798,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
KUDUS,17826,32167.0,17274.88171,1.804499046,MEDIUM,JAWA TENGAH,19,12,9,57880193,32000912,0
TANJUNG BINTANG,4480,5836.2,16938.93698,1.302723214,SMALL,LAMPUNG,19,12,9,5404511,5618463,0
KARAWANG,11416,14008.1,19297.71489,1.227058514,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
BOGOR,13058,19564.6,19385.04237,1.498284577,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
UNGARAN,4728,10599.8,17323.58535,2.241920474,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
SALATIGA,4152,8620.8,17309.70908,2.076300578,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
YOGYAKARTA,3474,6800.0,17200.0,1.957397812,MEDIUM,DI YOGYAKARTA,19,12,9,4206148,6313628,0
MEDAN,9472,12804.5,17526.706,1.351826436,SMALL,SULAWESI UTARA,19,12,9,418044,1591997,0
TEBING TINGGI,1920,3302.2,17304.76531,1.719895833,MEDIUM,SUMATERA UTARA,19,12,9,10364174,11238306,0
BADUNG,6206,10856.0,18906.74282,1.749274895,MEDIUM,BALI,19,12,9,5120529,5141045,0
DENPASAR,7570,14354.0,19040.59844,1.896169089,MEDIUM,BALI,19,12,9,5120529,5141045,0
GIANYAR,9725,15274.0,19280.42752,1.57059126,MEDIUM,BALI,19,12,9,5120529,5141045,0
KARANGASEM,4284,7804.0,19021.35123,1.821661998,MEDIUM,BALI,19,12,9,5120529,5141045,0
KLUNGKUNG,3338,4851.25,19500.0,1.453340324,SMALL,BALI,19,12,9,5120529,5141045,0
LOMBOK,5090,9959.0,15500.0,1.956581532,MEDIUM,NUSA TENGGARA BARAT,19,12,9,2511500,3624396,0
KISARAN,1792,3171.0,16990.74204,1.76953125,MEDIUM,SUMATERA UTARA,19,12,9,10364174,11238306,0
KEDIRI BALI,13862,19904.5,18937.18757,1.43590391,SMALL,BALI,19,12,9,5120529,5141045,0
TABANAN,4680,7748.5,19242.98251,1.655662393,MEDIUM,BALI,19,12,9,5120529,5141045,0
GUNUNG KENCANA,6520,8024.4,19364.4584,1.230736196,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
PANDEGLANG,13273,23760.8,19180.71782,1.790160476,MEDIUM,BANTEN,19,12,9,16349469,13433846,0
MAGELANG,13989,27832.1,17485.69278,1.989570377,MEDIUM,JAWA TENGAH,19,12,9,57880193,32000912,0
RANGKASBITUNG,1890,2636.6,19700.0,1.395026455,SMALL,BANTEN,19,12,9,16349469,13433846,0
SUKABUMI,11870,14897.2,18661.6344,1.255029486,SMALL,JAWA BARAT,19,12,9,64997688,51933021,0
TANGERANG,19461,28699.6,19865.70823,1.474723807,SMALL,BANTEN,19,12,9,16349469,13433846,0
WABIN,5736,14016.2,19000.0,2.443549512,LARGE,JAWA TIMUR,19,12,9,36715663,43989186,0
KLATEN,5985,12150.2,17103.39912,2.030108605,LARGE,JAWA TENGAH,19,12,9,57880193,32000912,0
SINGARAJA,20013,40510.5,19195.10868,2.024209264,LARGE,BALI,19,12,9,5120529,5141045,0
KULONPROGO,4692,10817.2,16996.57582,2.305456095,LARGE,DI YOGYAKARTA,19,12,9,4206148,6313628,0
PALU,5085,9281.8,24820.21267,1.8253294,MEDIUM,SULAWESI TENGAH,19,12,10,277314,1276180,0
PALOPO,11620,22378.8,22105.00116,1.925886403,MEDIUM,SULAWESI SELATAN,19,12,10,5447863,5931514,0
MAROS,7700,15124.6,21472.68225,1.964233766,MEDIUM,SULAWESI SELATAN,19,12,10,5447863,5931514,0
KENDARI,6805,12855.7,24545.24452,1.889155033,MEDIUM,SULAWESI TENGGARA,19,12,10,109780,858620,0
MAMUJU,7285,13586.3,22673.45414,1.864969115,MEDIUM,SULAWESI BARAT,19,12,10,109780,498595,0
MAKASAR,3720,7002.3,21537.6662,1.88233871,MEDIUM,SULAWESI SELATAN,19,12,10,5447863,5931514,0
PARE-PARE(SIDRAP),5949,13176.5,21874.21546,2.214910069,LARGE,SULAWESI SELATAN,19,12,10,5447863,5931514,0
MANADO,6531,13973.1,21998.62235,2.139503904,LARGE,SULAWESI UTARA,19,12,10,418044,1591997,0
SENGKANG,10045,23157.4,21034.2871,2.305365854,LARGE,SULAWESI SELATAN,19,12,10,5447863,5931514,0
BENGKULU,3353,6136.0,18022.45763,1.830002982,MEDIUM,BENGKULU,19,12,10,554903,1339242,0
BANDAR JAYA,7995,13311.4,18387.33266,1.664965604,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
BANDAR LAMPUNG,16965,45339.6,17200.98281,2.672537577,LARGE,LAMPUNG,19,12,10,5404511,5618463,0
METRO,5262,7523.8,18538.95904,1.429836564,SMALL,LAMPUNG,19,12,10,5404511,5618463,0
PRINGSEWU,5303,8633.0,18729.24128,1.627946445,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
TANJUNG BINTANG,14695,26388.4,18404.14121,1.795740048,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
TULANG BAWANG,9716,22570.0,17230.49889,2.322972417,LARGE,LAMPUNG,19,12,10,5404511,5618463,0
BANYUASIN,8469,16665.4,17291.20213,1.96781202,MEDIUM,SUMATERA SELATAN,19,12,10,5758528,7021239,0
GOWA,8970,18336.2,21341.29482,2.044169454,LARGE,SULAWESI SELATAN,19,12,10,5447863,5931514,0
JAMBI,7665,10507.2,18050.13705,1.370802348,SMALL,JAMBI,19,12,10,2027640,3139312,0
SINJAI,2750,5725.3,21369.98935,2.081927273,LARGE,SULAWESI SELATAN,19,12,10,5447863,5931514,0
GORONTALO,2001,3991.0,24299.4237,1.994502749,MEDIUM,GORONTALO,19,12,10,108310,521596,0
BANJARMASIN,12115,26990.9,18875.60252,2.227891044,LARGE,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
BONE,5350,10987.5,20845.46985,2.053738318,LARGE,SUMATERA SELATAN,19,12,10,5758528,7021239,0
WONOGIRI,3375,7984.5,17085.70981,2.365777778,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
BLITAR,12608,25024.5,17751.92112,1.984811231,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
JEMBER,6755,13065.0,17917.53157,1.934122872,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
MALANG,7358,14548.0,16865.05018,1.977167709,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
PROBOLINGGO,5480,11776.5,17973.65091,2.14899635,LARGE,JAWA TIMUR,19,12,10,36715663,43989186,0
SINGOSARI,4070,6000.0,17500.0,1.474201474,SMALL,JAWA TIMUR,19,12,10,36715663,43989186,0
BOJONEGORO,13717,20884.0,17730.31986,1.52249034,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
KEDIRI,12144,21185.5,17638.58535,1.744524045,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
LAMONGAN,480,658.0,15500.0,1.370833333,SMALL,JAWA TIMUR,19,12,10,36715663,43989186,0
MOJOKERTO,7481,18154.0,18028.39044,2.426680925,LARGE,JAWA TIMUR,19,12,10,36715663,43989186,0
TULUNGAGUNG,7434,17752.5,17811.46317,2.388014528,LARGE,JAWA TIMUR,19,12,10,36715663,43989186,0
BALIKPAPAN,2180,3580.0,21663.51955,1.642201835,MEDIUM,KALIMANTAN TIMUR,19,12,10,2993382,5379063,0
BANJARBARU,9845,16813.7,18522.87658,1.707841544,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
LUBUKLINGGAU,1854,3491.4,18000.0,1.883171521,MEDIUM,SUMATERA SELATAN,19,12,10,5758528,7021239,0
BARABAI,5425,9655.4,18664.19827,1.779797235,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
PELAIHARI,16700,35139.6,18001.45847,2.104167665,LARGE,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
PENAJAM PASER UTARA,8350,15828.6,20696.21129,1.895640719,MEDIUM,KALIMANTAN TIMUR,19,12,10,2993382,5379063,0
PONTIANAK,12138,18820.72,20167.0223,1.550561872,MEDIUM,KALIMANTAN BARAT,19,12,10,4751179,3735503,0
SAMARINDA,3160,4889.4,21937.54857,1.547278481,MEDIUM,KALIMANTAN TIMUR,19,12,10,2993382,5379063,0
SEPINGGAN,3340,5992.1,21962.57906,1.794041916,MEDIUM,KALIMANTAN TIMUR,19,12,10,2993382,5379063,0
TANJUNG,7685,14305.1,18769.40462,1.86143136,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
BULUKUMBA,7013,16075.1,21479.7233,2.29218594,LARGE,SUMATERA SELATAN,19,12,10,5758528,7021239,0
MUARAENIM,10350,24124.6,17248.73366,2.330879227,LARGE,SUMATERA SELATAN,19,12,10,5758528,7021239,0
SIJUNJUNG,4858,10082.2,17410.32711,2.075380815,LARGE,SUMATERA BARAT,19,12,10,3885216,5993194,0
PALEMBANG,4807,9038.7,17545.55412,1.880320366,MEDIUM,SUMATERA SELATAN,19,12,10,5758528,7021239,0
PONOROGO,6525,12323.0,16522.75225,1.888582375,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
SOLO,1356,2850.5,16624.99982,2.102138643,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
SRAGEN,2797,5700.0,16625.0,2.037897748,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
BLITAR,3158,5928.5,17019.84499,1.877295757,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
PROBOLINGGO,1732,2897.5,17100.0,1.672921478,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
BOJONEGORO,1430,2924.5,17100.0,2.045104895,LARGE,JAWA TIMUR,19,12,10,36715663,43989186,0
KEDIRI,1644,2857.0,17100.0,1.73783455,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
TULUNGAGUNG,1632,3118.4,17100.0,1.910784314,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
BANDAR JAYA,1408,3219.6,16625.0,2.286647727,LARGE,LAMPUNG,19,12,10,5404511,5618463,0
UNGARAN,2422,5713.0,16625.0,2.358794385,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
BANDAR LAMPUNG,1792,3560.8,16625.0,1.987053571,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
PANDEGLANG,1512,2872.2,18525.0,1.899603175,MEDIUM,BANTEN,19,12,10,16349469,13433846,0
SUKABUMI,5715,8360.2,17575.0,1.462852143,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
TANGERANG,6084,8714.4,18903.82264,1.43234714,SMALL,BANTEN,19,12,10,16349469,13433846,0
WABIN,120,285.4,18050.0,2.378333333,LARGE,JAWA TIMUR,19,12,10,36715663,43989186,0
PURWAKARTA,1331,2672.4,17385.0,2.007813674,LARGE,JAWA BARAT,19,12,10,64997688,51933021,0
SUBANG(P),2176,3016.6,17891.00013,1.386305147,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
BREBES,1920,3114.5,17575.00016,1.622135417,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
SRAGEN,4952,10768.5,17003.71454,2.174575929,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
PURBALINGGA,3048,5595.5,17574.99991,1.835793963,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
TANJUNG BINTANG,3072,7306.8,16625.0,2.378515625,LARGE,LAMPUNG,19,12,10,5404511,5618463,0
KUDUS,3821,8550.0,17100.0,2.237634127,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
DEMAK,2669,5699.0,16625.0,2.13525665,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
PURWOKERTO,1359,2850.0,17100.0,2.097130243,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
50 KOTA,7848,16903.4,17094.44254,2.153848114,LARGE,SUMATERA BARAT,19,12,10,3885216,5993194,0
BANGKINANG,8049,12166.5,19056.98023,1.51155423,MEDIUM,RIAU,19,12,10,10851716,7309435,0
MUARO JAMBI,6611,12746.0,18497.28542,1.92799879,MEDIUM,JAMBI,19,12,10,2027640,3139312,0
PADANG,7550,10965.2,18619.60566,1.452344371,SMALL,SUMATERA BARAT,19,12,10,3885216,5993194,0
PARIAMAN,2102,3398.8,18292.01483,1.616936251,MEDIUM,SUMATERA BARAT,19,12,10,3885216,5993194,0
PAYAKUMBUH,8894,15268.5,17990.25445,1.716719136,MEDIUM,SUMATERA BARAT,19,12,10,3885216,5993194,0
PEKANBARU,420,662.0,19500.0,1.576190476,MEDIUM,RIAU,19,12,10,10851716,7309435,0
PELALAWAN,1221,2525.8,18000.0,2.068632269,LARGE,RIAU,19,12,10,10851716,7309435,0
RENGAT,3181,4718.6,18790.10724,1.483370009,SMALL,RIAU,19,12,10,10851716,7309435,0
ASAHAN,3642,5771.1,19936.38994,1.584596376,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
BANDA ACEH,12889,19346.24,19552.39158,1.50098844,MEDIUM,ACEH,19,12,10,2687246,3930723,0
BINJAI,5785,9256.1,19380.49502,1.600017286,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
KISARAN,1760,2730.2,20000.0,1.55125,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
MEDAN,9771,16793.6,18993.96199,1.718718657,MEDIUM,SULAWESI UTARA,19,12,10,418044,1591997,0
PEMATANG SIANTAR,6184,9425.4,19208.18215,1.52415912,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
RANTAU PRAPAT,10871,20594.7,18298.69869,1.894462331,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
TEBING TINGGI,6258,8433.4,19594.68305,1.347619048,SMALL,SUMATERA UTARA,19,12,10,10364174,11238306,0
KLATEN,1428,2850.0,16944.96,1.995798319,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
SALATIGA,2961,5700.0,16625.0,1.925025329,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
YOGYAKARTA,1458,2850.0,16625.0,1.95473251,MEDIUM,DI YOGYAKARTA,19,12,10,4206148,6313628,0
CIANJUR,1386,2851.2,17385.0,2.057142857,LARGE,JAWA BARAT,19,12,10,64997688,51933021,0
MUAROBUNGO,10660,23991.4,17312.47447,2.250600375,LARGE,JAMBI,19,12,10,2027640,3139312,0
BOGOR,1260,3091.8,18050.0,2.453809524,LARGE,JAWA BARAT,19,12,10,64997688,51933021,0
PONOROGO,6695,12367.0,16481.76599,1.847199403,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
MADIUN,8840,13331.0,17285.04988,1.508031674,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
SRAGEN,3401,5700.0,17009.98211,1.675977654,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
WONOGIRI,3072,5282.0,16975.46687,1.719401042,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
BLITAR,3160,6024.8,17500.0,1.906582278,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
JEMBER,3626,6208.5,16850.0,1.712217319,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
PROBOLINGGO,1751,2597.0,16850.0,1.483152484,SMALL,JAWA TIMUR,19,12,10,36715663,43989186,0
BOJONEGORO,4352,5657.7,17049.12685,1.300022978,SMALL,JAWA TIMUR,19,12,10,36715663,43989186,0
KEDIRI,1768,2987.3,16850.0,1.689649321,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
TULUNGAGUNG,2312,3035.1,17250.0,1.312759516,SMALL,JAWA TIMUR,19,12,10,36715663,43989186,0
BANJARBARU,2560,3120.4,17289.7933,1.21890625,SMALL,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
PONOROGO,9340,16050.5,17338.80022,1.718468951,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
BANJARMASIN,1600,2765.7,17807.52612,1.7285625,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
PELAIHARI,4390,6590.9,17518.26306,1.501343964,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
TANJUNG,1680,2508.5,16658.7048,1.493154762,SMALL,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
BONE,2000,3209.36,18144.37583,1.60468,MEDIUM,SUMATERA SELATAN,19,12,10,5758528,7021239,0
MAKASAR,1000,1601.51,18721.27617,1.60151,MEDIUM,SULAWESI SELATAN,19,12,10,5447863,5931514,0
MAROS,1735,2932.47,17687.7523,1.690184438,MEDIUM,SULAWESI SELATAN,19,12,10,5447863,5931514,0
PARE-PARE(SIDRAP),5000,7055.64,18366.02349,1.411128,SMALL,SULAWESI SELATAN,19,12,10,5447863,5931514,0
BANDAR JAYA,1802,3129.0,17121.22723,1.736403996,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
BANDAR LAMPUNG,5888,8897.2,17370.69359,1.51107337,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
METRO,5288,8152.2,17138.79493,1.541641452,MEDIUM,LAMPUNG,19,12,10,5404511,5618463,0
BARABAI,1680,2525.4,12180.81294,1.503214286,MEDIUM,KALIMANTAN SELATAN,19,12,10,5294465,4280602,0
TANJUNG BINTANG,7040,8499.0,17547.00847,1.207244318,SMALL,LAMPUNG,19,12,10,5404511,5618463,0
MADIUN,8536,15441.5,17158.36829,1.808985473,MEDIUM,JAWA TIMUR,19,12,10,36715663,43989186,0
SEMARANG,5193,8550.0,17063.94596,1.64644714,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
SOLO,7441,14002.5,17168.1414,1.881803521,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
KARANGASEM,1500,2089.5,17749.14573,1.393,SMALL,BALI,19,12,10,5120529,5141045,0
KEDIRI BALI,1500,2420.0,17444.59339,1.613333333,MEDIUM,BALI,19,12,10,5120529,5141045,0
NEGARA,2250,3510.0,17276.00684,1.56,MEDIUM,BALI,19,12,10,5120529,5141045,0
SINGARAJA,750,1035.0,17673.73913,1.38,SMALL,BALI,19,12,10,5120529,5141045,0
SUKABUMI,1920,2996.0,17400.0,1.560416667,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
KULONPROGO,3692,4996.6,16917.46428,1.353358613,SMALL,DI YOGYAKARTA,19,12,10,4206148,6313628,0
MAGELANG,3072,5288.3,16578.44147,1.721451823,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
SALATIGA,1706,2850.0,17153.22526,1.670574443,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
UNGARAN,3284,5548.0,17151.98414,1.689403167,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
YOGYAKARTA,3208,5350.0,16532.68355,1.667705736,MEDIUM,DI YOGYAKARTA,19,12,10,4206148,6313628,0
PURWAKARTA,3840,6813.0,17300.0,1.77421875,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
CIPANAS,1876,3450.6,17000.0,1.839339019,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
TASIKMALAYA,3840,6554.4,17000.0,1.706875,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
CIREBON,5720,9524.0,17000.0,1.665034965,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
PEKALONGAN,1396,2850.0,17031.58702,2.041547278,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
PURBALINGGA,4480,8160.5,16745.04847,1.821540179,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
BLORA,3040,5350.0,16646.18935,1.759868421,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
DEMAK,1724,2850.0,16128.17719,1.653132251,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
KUDUS,14371,19770.6,16617.29164,1.375728898,SMALL,JAWA TENGAH,19,12,10,57880193,32000912,0
BOGOR,1920,3213.2,17700.0,1.673541667,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
ASAHAN,2048,3208.4,16672.48816,1.566601563,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
SOLO,6990,11241.35,16918.1198,1.608204578,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
KISARAN,2048,3050.8,17074.62698,1.489648438,SMALL,SUMATERA UTARA,19,12,10,10364174,11238306,0
PELABUHAN RATU,5060,4767.0,18500.0,0.9420948617,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
PURWAKARTA,11093,20390.8,18159.8976,1.838168214,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
BANDUNG,16744,31619.6,18341.27693,1.88841376,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
CIANJUR,2700,5443.0,18000.0,2.015925926,LARGE,JAWA BARAT,19,12,10,64997688,51933021,0
CIPANAS,14809,18383.0,18573.49181,1.241339726,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
GARUT,2715,5160.4,18387.94667,1.900699816,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
SUMEDANG,6190,10751.0,18348.16668,1.736833603,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
TASIKMALAYA,3022,3871.0,18781.71015,1.280939775,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
MAJALENGKA,2462,4281.5,18209.84468,1.739033306,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
SUBANG(P),6767,9214.2,18800.0,1.361637358,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
BREBES,8912,17554.5,18080.32129,1.969759874,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
PEKALONGAN,7527,15594.6,18000.0,2.071821443,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
PURBALINGGA,8032,11701.5,17336.36713,1.45686006,SMALL,JAWA TENGAH,19,12,10,57880193,32000912,0
PURWOKERTO,16209,37224.5,17807.66699,2.29653279,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
TEGAL,13355,22079.0,18285.37977,1.653238487,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
BLORA,6220,13506.0,16847.00133,2.171382637,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
DEMAK,5388,11374.2,17008.79183,2.111024499,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
KUDUS,11076,24945.0,17173.85448,2.252166847,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
SEMARANG,4124,10185.2,17500.0,2.469738118,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
BINJAI,1920,3493.0,17187.02033,1.819270833,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
UNGARAN,8024,15615.6,17642.54335,1.946111665,MEDIUM,JAWA TENGAH,19,12,10,57880193,32000912,0
PARUNG,11436,22597.0,19125.14582,1.97595313,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
KARAWANG,2648,3906.6,18792.81216,1.475302115,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
CIREBON,5721,9567.5,18597.3086,1.672347492,MEDIUM,JAWA BARAT,19,12,10,64997688,51933021,0
PEMATANG SIANTAR,3328,3305.2,17318.9925,0.9931490385,SMALL,SUMATERA UTARA,19,12,10,10364174,11238306,0
MEDAN,7168,9874.4,17487.02655,1.377566964,SMALL,SULAWESI UTARA,19,12,10,418044,1591997,0
BOGOR,1808,2629.8,19545.51677,1.454535398,SMALL,JAWA BARAT,19,12,10,64997688,51933021,0
TEBING TINGGI,1920,3261.0,17029.48482,1.6984375,MEDIUM,SUMATERA UTARA,19,12,10,10364174,11238306,0
BADUNG,7080,12359.0,19548.42018,1.745621469,MEDIUM,BALI,19,12,10,5120529,5141045,0
DENPASAR,8195,11540.5,19004.65751,1.40823673,SMALL,BALI,19,12,10,5120529,5141045,0
GIANYAR,10388,15260.0,19841.69397,1.469002695,SMALL,BALI,19,12,10,5120529,5141045,0
KARANGASEM,2992,6071.0,19570.91089,2.02907754,LARGE,BALI,19,12,10,5120529,5141045,0
KLUNGKUNG,3961,5972.5,19942.82126,1.507826306,MEDIUM,BALI,19,12,10,5120529,5141045,0
LOMBOK,8472,15690.5,14975.97272,1.852042021,MEDIUM,NUSA TENGGARA BARAT,19,12,10,2511500,3624396,0
NEGARA,6982,12824.0,19575.01365,1.836723002,MEDIUM,BALI,19,12,10,5120529,5141045,0
KEDIRI BALI,11027,17095.75,19900.23105,1.550353677,MEDIUM,BALI,19,12,10,5120529,5141045,0
TABANAN,7231,8974.5,19402.9751,1.241114645,SMALL,BALI,19,12,10,5120529,5141045,0
YOGYAKARTA,3451,6392.6,17421.98167,1.852390611,MEDIUM,DI YOGYAKARTA,19,12,10,4206148,6313628,0
SINGARAJA,6116,11813.25,19650.02645,1.931532047,MEDIUM,BALI,19,12,10,5120529,5141045,0
MAGELANG,9188,20008.4,18057.8467,2.177666522,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
KULONPROGO,4178,8957.8,17476.7108,2.144040211,LARGE,DI YOGYAKARTA,19,12,10,4206148,6313628,0
KLATEN,7967,16354.4,17365.57257,2.052767667,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
SALATIGA,1729,3686.6,17172.24,2.132215153,LARGE,JAWA TENGAH,19,12,10,57880193,32000912,0
TANGERANG,5535,9304.2,19508.02863,1.68097561,MEDIUM,BANTEN,19,12,10,16349469,13433846,0
